year,muni_code,muni,financial_strength_index_2016,rev_to_exp_ratio_2016,exp_public_works_thous_2016
2016,32441,Shimane-ken Kawamoto-machi,0.16,2.20,"484,684.00"
2016,32448,Shimane-ken Misato-cho,0.13,4.80,"526,726.00"
2016,32449,Shimane-ken Onan-cho,0.17,4.60,"874,871.00"
2016,32501,Shimane-ken Tsuwano-cho,0.17,1.80,"498,525.00"
2016,32505,Shimane-ken Yoshika-cho,0.17,5.90,"729,633.00"
2016,32525,Shimane-ken Ama-cho,0.10,6.50,"570,063.00"
2016,32526,Shimane-ken Nishinoshima-cho,0.13,2.80,"368,284.00"
2016,32527,Shimane-ken Chibu-mura,0.08,7.90,"224,778.00"
2016,32528,Shimane-ken Okinoshima-cho,0.19,2.80,"1,459,760.00"
2016,33100,Okayama-ken Okayama-shi,0.80,4.50,"38,261,628.00"
2016,33101,Okayama-ken Okayama-shi Kita-ku,,,
2016,33102,Okayama-ken Okayama-shi Naka-ku,,,
2016,33103,Okayama-ken Okayama-shi Higashi-ku,,,
2016,33104,Okayama-ken Okayama-shi Minami-ku,,,
2016,33202,Okayama-ken Kurashiki-shi,0.86,3.60,"24,759,051.00"
2016,33203,Okayama-ken Tsuyama-shi,0.54,5.20,"5,353,083.00"
2016,33204,Okayama-ken Tamano-shi,0.58,4.70,"1,638,499.00"
2016,33205,Okayama-ken Kasaoka-shi,0.55,2.50,"2,830,908.00"
2016,33207,Okayama-ken Ibara-shi,0.41,1.70,"2,164,574.00"
2016,33208,Okayama-ken Soja-shi,0.58,3.60,"1,954,212.00"
2016,33209,Okayama-ken Takahashi-shi,0.32,4.20,"2,606,848.00"
2016,33210,Okayama-ken Niimi-shi,0.25,10.00,"3,032,535.00"
2016,33211,Okayama-ken Bizen-shi,0.45,4.00,"2,564,393.00"
2016,33212,Okayama-ken Setouchi-shi,0.54,5.80,"1,450,547.00"
2016,33213,Okayama-ken Akaiwa-shi,0.47,6.60,"1,479,745.00"
2016,33214,Okayama-ken Maniwa-shi,0.31,6.30,"2,940,637.00"
2016,33215,Okayama-ken Mimasaka-shi,0.26,7.30,"3,011,373.00"
2016,33216,Okayama-ken Asakuchi-shi,0.44,10.00,"2,337,028.00"
2016,33346,Okayama-ken Wake-cho,0.31,7.70,"1,463,333.00"
2016,33423,Okayama-ken Hayashima-cho,0.67,6.70,"810,135.00"
2016,33445,Okayama-ken Satosho-cho,0.58,11.80,"568,677.00"
2016,33461,Okayama-ken Yakage-cho,0.39,8.30,"1,178,881.00"
2016,33586,Okayama-ken Shinjo-son,0.20,10.60,"233,748.00"
2016,33606,Okayama-ken Kagamino-cho,0.35,9.70,"1,207,096.00"
2016,33622,Okayama-ken Shoo-cho,0.50,9.00,"752,643.00"
2016,33623,Okayama-ken Nagi-cho,0.29,27.20,"507,785.00"
2016,33643,Okayama-ken Nishiawakura-son,0.13,6.20,"251,530.00"
2016,33663,Okayama-ken Kumenan-cho,0.20,5.70,"426,014.00"
2016,33666,Okayama-ken Misaki-cho,0.24,10.30,"1,127,085.00"
2016,33681,Okayama-ken Kibichuo-cho,0.25,6.40,"721,826.00"
2016,34100,Hiroshima-ken Hiroshima-shi,0.84,0.90,"99,621,648.00"
2016,34101,Hiroshima-ken Hiroshima-shi Naka-ku,,,
2016,34102,Hiroshima-ken Hiroshima-shi Higashi-ku,,,
2016,34103,Hiroshima-ken Hiroshima-shi Minami-ku,,,
2016,34104,Hiroshima-ken Hiroshima-shi Nishi-ku,,,
2016,34105,Hiroshima-ken Hiroshima-shi Asaminami-ku,,,
2016,34106,Hiroshima-ken Hiroshima-shi Asakita-ku,,,
2016,34107,Hiroshima-ken Hiroshima-shi Aki-ku,,,
2016,34108,Hiroshima-ken Hiroshima-shi Saeki-ku,,,
2016,34202,Hiroshima-ken Kure-shi,0.61,2.20,"9,407,782.00"
2016,34203,Hiroshima-ken Takehara-shi,0.61,1.80,"1,243,143.00"
2016,34204,Hiroshima-ken Mihara-shi,0.59,2.60,"4,967,211.00"
2016,34205,Hiroshima-ken Onomichi-shi,0.58,1.60,"4,572,500.00"
2016,34207,Hiroshima-ken Fukuyama-shi,0.82,3.60,"14,904,478.00"
2016,34208,Hiroshima-ken Fuchu-shi,0.47,4.00,"2,661,170.00"
2016,34209,Hiroshima-ken Miyoshi-shi,0.33,5.40,"4,589,294.00"
2016,34210,Hiroshima-ken Shobara-shi,0.26,3.00,"3,150,766.00"
2016,34211,Hiroshima-ken Otake-shi,0.82,1.80,"1,935,432.00"
2016,34212,Hiroshima-ken Higashihiroshima-shi,0.81,1.10,"9,645,611.00"
2016,34213,Hiroshima-ken Hatsukaichi-shi,0.65,0.70,"6,772,325.00"
2016,34214,Hiroshima-ken Akitakata-shi,0.32,2.80,"1,835,762.00"
2016,34215,Hiroshima-ken Etajima-shi,0.32,3.80,"1,656,794.00"
2016,34302,Hiroshima-ken Fuchu-cho,0.87,5.40,"3,494,975.00"
2016,34304,Hiroshima-ken Kaita-cho,0.80,4.10,"1,137,623.00"
2016,34307,Hiroshima-ken Kumano-cho,0.55,2.70,"729,338.00"
2016,34309,Hiroshima-ken Saka-cho,0.75,6.00,"1,029,974.00"
2016,34368,Hiroshima-ken Akiota-cho,0.21,5.70,"813,758.00"
2016,34369,Hiroshima-ken Kitahiroshima-cho,0.35,3.20,"1,491,222.00"
2016,34431,Hiroshima-ken Osakikamijima-cho,0.30,7.00,"730,454.00"
2016,34462,Hiroshima-ken Sera-cho,0.32,3.20,"1,050,886.00"
2016,34545,Hiroshima-ken Jinsekikogen-cho,0.21,8.40,"663,489.00"
2016,35201,Yamaguchi-ken Shimonoseki-shi,0.55,3.30,"11,211,199.00"
2016,35202,Yamaguchi-ken Ube-shi,0.71,3.10,"6,696,892.00"
2016,35203,Yamaguchi-ken Yamaguchi-shi,0.65,1.70,"7,950,852.00"
2016,35204,Yamaguchi-ken Hagi-shi,0.32,3.90,"1,810,295.00"
2016,35206,Yamaguchi-ken Hofu-shi,0.82,5.20,"3,646,693.00"
2016,35207,Yamaguchi-ken Kudamatsu-shi,0.88,3.80,"2,031,568.00"
2016,35208,Yamaguchi-ken Iwakuni-shi,0.58,3.80,"12,428,568.00"
2016,35210,Yamaguchi-ken Hikari-shi,0.73,5.10,"2,280,764.00"
2016,35211,Yamaguchi-ken Nagato-shi,0.33,4.50,"1,677,652.00"
2016,35212,Yamaguchi-ken Yanai-shi,0.53,2.20,"1,601,468.00"
2016,35213,Yamaguchi-ken Mine-shi,0.38,3.70,"1,090,740.00"
2016,35215,Yamaguchi-ken Shunan-shi,0.79,4.40,"7,465,952.00"
2016,35216,Yamaguchi-ken Sanyoonoda-shi,0.66,2.30,"2,035,230.00"
2016,35305,Yamaguchi-ken Suooshima-cho,0.18,3.70,"856,542.00"
2016,35321,Yamaguchi-ken Waki-cho,0.71,7.10,"902,420.00"
2016,35341,Yamaguchi-ken Kaminoseki-cho,0.12,5.40,"330,491.00"
2016,35343,Yamaguchi-ken Tabuse-cho,0.46,2.90,"609,764.00"
2016,35344,Yamaguchi-ken Hirao-cho,0.40,4.00,"502,294.00"
2016,35502,Yamaguchi-ken Abu-cho,0.16,12.20,"370,172.00"
2016,36201,Tokushima-ken Tokushima-shi,0.81,0.20,"10,106,879.00"
2016,36202,Tokushima-ken Naruto-shi,0.65,3.80,"1,513,451.00"
2016,36203,Tokushima-ken Komatsushima-shi,0.54,1.00,"1,191,291.00"
2016,36204,Tokushima-ken Anan-shi,0.88,0.70,"3,259,771.00"
2016,36205,Tokushima-ken Yoshinogawa-shi,0.38,6.40,"1,598,209.00"
2016,36206,Tokushima-ken Awa-shi,0.35,3.80,"1,193,123.00"
2016,36207,Tokushima-ken Mima-shi,0.30,4.70,"3,169,039.00"
2016,36208,Tokushima-ken Miyoshi-shi,0.21,5.50,"1,931,575.00"
2016,36301,Tokushima-ken Katsuura-cho,0.25,8.20,"222,298.00"
2016,36302,Tokushima-ken Kamikatsu-cho,0.11,11.80,"240,669.00"
2016,36321,Tokushima-ken Sanagouchi-son,0.15,4.30,"134,403.00"
2016,36341,Tokushima-ken Ishii-cho,0.51,7.30,"568,760.00"
2016,36342,Tokushima-ken Kamiyama-cho,0.21,6.10,"410,695.00"
2016,36368,Tokushima-ken Naka-cho,0.19,16.30,"1,038,355.00"
2016,36383,Tokushima-ken Mugi-cho,0.19,24.80,"166,033.00"
2016,36387,Tokushima-ken Minami-cho,0.17,6.50,"304,703.00"
2016,36388,Tokushima-ken Kaiyo-cho,0.18,5.70,"960,794.00"
2016,36401,Tokushima-ken Matsushige-cho,0.90,2.00,"815,897.00"
2016,36402,Tokushima-ken Kitajima-cho,0.76,6.10,"647,513.00"
2016,36403,Tokushima-ken Aizumi-cho,0.70,5.00,"600,551.00"
2016,36404,Tokushima-ken Itano-cho,0.51,8.60,"486,414.00"
2016,36405,Tokushima-ken Kamiita-cho,0.41,6.70,"323,496.00"
2016,36468,Tokushima-ken Tsurugi-cho,0.19,2.30,"793,337.00"
2016,36489,Tokushima-ken Higashimiyoshi-cho,0.31,13.60,"1,051,871.00"
2016,37201,Kagawa-ken Takamatsu-shi,0.82,4.00,"14,220,542.00"
2016,37202,Kagawa-ken Marugame-shi,0.69,3.60,"2,737,767.00"
2016,37203,Kagawa-ken Sakaide-shi,0.85,5.40,"2,433,880.00"
2016,37204,Kagawa-ken Zentsuji-shi,0.51,7.70,"1,222,254.00"
2016,37205,Kagawa-ken Kanonji-shi,0.63,4.90,"1,704,017.00"
2016,37206,Kagawa-ken Sanuki-shi,0.42,4.50,"3,012,580.00"
2016,37207,Kagawa-ken Higashikagawa-shi,0.44,13.20,"1,264,199.00"
2016,37208,Kagawa-ken Mitoyo-shi,0.48,5.50,"2,255,435.00"
2016,37322,Kagawa-ken Tonosho-cho,0.36,9.20,"664,078.00"
2016,37324,Kagawa-ken Shodoshima-cho,0.32,10.60,"572,429.00"
2016,37341,Kagawa-ken Miki-cho,0.56,12.00,"417,010.00"
2016,37364,Kagawa-ken Naoshima-cho,0.48,12.90,"366,215.00"
2016,37386,Kagawa-ken Utazu-cho,0.87,10.70,"631,426.00"
2016,37387,Kagawa-ken Ayagawa-cho,0.54,12.20,"827,745.00"
2016,37403,Kagawa-ken Kotohira-cho,0.39,9.60,"206,658.00"
2016,37404,Kagawa-ken Tadotsu-cho,0.65,5.30,"1,128,493.00"
2016,37406,Kagawa-ken Manno-cho,0.37,8.00,"609,489.00"
2016,38201,Ehime-ken Matsuyama-shi,0.75,2.60,"18,580,211.00"
2016,38202,Ehime-ken Imabari-shi,0.57,8.90,"8,114,067.00"
2016,38203,Ehime-ken Uwajima-shi,0.33,2.90,"3,362,806.00"
2016,38204,Ehime-ken Yawatahama-shi,0.35,0.80,"2,208,158.00"
2016,38205,Ehime-ken Niihama-shi,0.76,4.20,"5,016,070.00"
2016,38206,Ehime-ken Saijo-shi,0.70,7.60,"8,062,761.00"
2016,38207,Ehime-ken Ozu-shi,0.36,11.90,"2,466,290.00"
2016,38210,Ehime-ken Iyo-shi,0.43,7.10,"1,650,328.00"
2016,38213,Ehime-ken Shikokuchuo-shi,0.77,8.60,"4,297,993.00"
2016,38214,Ehime-ken Seiyo-shi,0.24,4.20,"1,831,362.00"
2016,38215,Ehime-ken Toon-shi,0.51,7.00,"1,444,515.00"
2016,38356,Ehime-ken Kamijima-cho,0.18,2.60,"819,124.00"
2016,38386,Ehime-ken Kumakogen-cho,0.18,10.90,"639,460.00"
2016,38401,Ehime-ken Masaki-cho,0.75,5.20,"1,246,138.00"
2016,38402,Ehime-ken Tobe-cho,0.46,13.20,"691,851.00"
2016,38422,Ehime-ken Uchiko-cho,0.26,4.70,"1,014,851.00"
2016,38442,Ehime-ken Ikata-cho,0.52,1.40,"892,942.00"
2016,38484,Ehime-ken Matsuno-cho,0.17,3.90,"396,040.00"
2016,38488,Ehime-ken Kihoku-cho,0.22,8.40,"454,134.00"
2016,38506,Ehime-ken Ainan-cho,0.23,8.20,"808,053.00"
2016,39201,Kochi-ken Kochi-shi,0.59,0.40,"12,727,253.00"
2016,39202,Kochi-ken Muroto-shi,0.22,4.30,"839,720.00"
2016,39203,Kochi-ken Aki-shi,0.29,3.70,"1,359,089.00"
2016,39204,Kochi-ken Nankoku-shi,0.59,5.20,"1,395,778.00"
2016,39205,Kochi-ken Tosa-shi,0.37,0.10,"893,400.00"
2016,39206,Kochi-ken Susaki-shi,0.40,4.60,"866,877.00"
2016,39208,Kochi-ken Sukumo-shi,0.35,1.30,"1,016,383.00"
2016,39209,Kochi-ken Tosashimizu-shi,0.25,0.80,"1,073,723.00"
2016,39210,Kochi-ken Shimanto-shi,0.33,2.00,"1,807,651.00"
2016,39211,Kochi-ken Konan-shi,0.35,2.70,"1,229,313.00"
2016,39212,Kochi-ken Kami-shi,0.29,1.10,"1,126,782.00"
2016,39301,Kochi-ken Toyo-cho,0.12,1.60,"240,029.00"
2016,39302,Kochi-ken Nahari-cho,0.18,3.50,"334,945.00"
2016,39303,Kochi-ken Tano-cho,0.19,2.60,"282,793.00"
2016,39304,Kochi-ken Yasuda-cho,0.15,5.00,"245,954.00"
2016,39305,Kochi-ken Kitagawa-mura,0.17,3.50,"194,588.00"
2016,39306,Kochi-ken Umaji-mura,0.13,8.20,"167,845.00"
2016,39307,Kochi-ken Geisei-mura,0.24,0.90,"324,503.00"
2016,39341,Kochi-ken Motoyama-cho,0.16,5.20,"1,125,781.00"
2016,39344,Kochi-ken Otoyo-cho,0.16,11.40,"394,252.00"
2016,39363,Kochi-ken Tosa-cho,0.20,1.10,"291,018.00"
2016,39364,Kochi-ken Okawa-mura,0.10,3.00,"296,136.00"
2016,39386,Kochi-ken Ino-cho,0.34,3.70,"1,311,449.00"
2016,39387,Kochi-ken Niyodogawa-cho,0.17,5.10,"718,035.00"
2016,39401,Kochi-ken Nakatosa-cho,0.17,8.10,"435,886.00"
2016,39402,Kochi-ken Sakawa-cho,0.31,7.20,"573,786.00"
2016,39403,Kochi-ken Ochi-cho,0.19,2.20,"936,086.00"
2016,39405,Kochi-ken Yusuhara-cho,0.11,4.90,"930,974.00"
2016,39410,Kochi-ken Hidaka-mura,0.28,2.10,"575,987.00"
2016,39411,Kochi-ken Tsuno-cho,0.15,6.70,"768,638.00"
2016,39412,Kochi-ken Shimanto-cho,0.21,5.70,"970,602.00"
2016,39424,Kochi-ken Otsuki-cho,0.15,5.00,"231,350.00"
2016,39427,Kochi-ken Mihara-mura,0.11,2.00,"396,967.00"
2016,39428,Kochi-ken Kuroshio-cho,0.20,2.80,"832,723.00"
2016,40100,Fukuoka-ken Kitakyushu-shi,0.73,0.60,"70,786,779.00"
2016,40101,Fukuoka-ken Kitakyushu-shi Moji-ku,,,
2016,40103,Fukuoka-ken Kitakyushu-shi Wakamatsu-ku,,,
2016,40105,Fukuoka-ken Kitakyushu-shi Tobata-ku,,,
2016,40106,Fukuoka-ken Kitakyushu-shi Kokurakita-ku,,,
2016,40107,Fukuoka-ken Kitakyushu-shi Kokuraminami-ku,,,
2016,40108,Fukuoka-ken Kitakyushu-shi Yahatahigashi-ku,,,
2016,40109,Fukuoka-ken Kitakyushu-shi Yahatanishi-ku,,,
2016,40130,Fukuoka-ken Fukuoka-shi,0.89,2.60,"95,148,141.00"
2016,40131,Fukuoka-ken Fukuoka-shi Higashi-ku,,,
2016,40132,Fukuoka-ken Fukuoka-shi Hakata-ku,,,
2016,40133,Fukuoka-ken Fukuoka-shi Chuo-ku,,,
2016,40134,Fukuoka-ken Fukuoka-shi Minami-ku,,,
2016,40135,Fukuoka-ken Fukuoka-shi Nishi-ku,,,
2016,40136,Fukuoka-ken Fukuoka-shi Jonan-ku,,,
2016,40137,Fukuoka-ken Fukuoka-shi Sawara-ku,,,
2016,40202,Fukuoka-ken Omuta-shi,0.50,0.10,"4,303,512.00"
2016,40203,Fukuoka-ken Kurume-shi,0.66,1.50,"9,941,636.00"
2016,40204,Fukuoka-ken Nogata-shi,0.55,1.20,"2,779,895.00"
2016,40205,Fukuoka-ken Iizuka-shi,0.50,1.80,"3,991,503.00"
2016,40206,Fukuoka-ken Tagawa-shi,0.42,3.90,"2,960,290.00"
2016,40207,Fukuoka-ken Yanagawa-shi,0.45,6.30,"1,968,034.00"
2016,40210,Fukuoka-ken Yame-shi,0.39,5.40,"3,651,221.00"
2016,40211,Fukuoka-ken Chikugo-shi,0.64,3.00,"2,633,329.00"
2016,40212,Fukuoka-ken Okawa-shi,0.52,2.00,"1,116,284.00"
2016,40213,Fukuoka-ken Yukuhashi-shi,0.63,2.70,"2,031,439.00"
2016,40214,Fukuoka-ken Buzen-shi,0.49,0.40,"1,119,422.00"
2016,40215,Fukuoka-ken Nakama-shi,0.43,0.80,"1,484,752.00"
2016,40216,Fukuoka-ken Ogori-shi,0.66,3.90,"1,986,669.00"
2016,40217,Fukuoka-ken Chikushino-shi,0.76,10.10,"3,041,734.00"
2016,40218,Fukuoka-ken Kasuga-shi,0.74,5.80,"3,087,257.00"
2016,40219,Fukuoka-ken Onojo-shi,0.80,3.60,"3,207,162.00"
2016,40220,Fukuoka-ken Munakata-shi,0.59,3.20,"2,944,463.00"
2016,40221,Fukuoka-ken Dazaifu-shi,0.68,4.90,"1,639,905.00"
2016,40223,Fukuoka-ken Koga-shi,0.68,6.30,"1,698,997.00"
2016,40224,Fukuoka-ken Fukutsu-shi,0.56,5.60,"1,929,284.00"
2016,40225,Fukuoka-ken Ukiha-shi,0.37,5.90,"1,455,512.00"
2016,40226,Fukuoka-ken Miyawaka-shi,0.57,9.30,"1,912,808.00"
2016,40227,Fukuoka-ken Kama-shi,0.27,6.20,"1,688,627.00"
2016,40228,Fukuoka-ken Asakura-shi,0.54,3.80,"3,246,268.00"
2016,40229,Fukuoka-ken Miyama-shi,0.41,5.40,"1,327,308.00"
2016,40230,Fukuoka-ken Itoshima-shi,0.54,6.50,"2,550,513.00"
2016,40305,Fukuoka-ken Nakagawa-machi,0.70,8.70,"895,487.00"
2016,40341,Fukuoka-ken Umi-machi,0.58,6.40,"1,113,438.00"
2016,40342,Fukuoka-ken Sasaguri-machi,0.54,3.80,"882,416.00"
2016,40343,Fukuoka-ken Shime-machi,0.73,5.30,"1,099,925.00"
2016,40344,Fukuoka-ken Sue-machi,0.57,4.70,"649,043.00"
2016,40345,Fukuoka-ken Shingu-machi,0.86,5.50,"1,125,512.00"
2016,40348,Fukuoka-ken Hisayama-machi,0.78,16.80,"680,033.00"
2016,40349,Fukuoka-ken Kasuya-machi,0.84,6.20,"1,414,093.00"
2016,40381,Fukuoka-ken Ashiya-machi,0.38,4.90,"1,025,325.00"
2016,40382,Fukuoka-ken Mizumaki-machi,0.52,4.90,"1,031,132.00"
2016,40383,Fukuoka-ken Okagaki-machi,0.55,4.50,"1,451,391.00"
2016,40384,Fukuoka-ken Onga-cho,0.59,3.70,"1,657,728.00"
2016,40401,Fukuoka-ken Kotake-machi,0.31,9.70,"691,703.00"
2016,40402,Fukuoka-ken Kurate-machi,0.46,2.10,"498,592.00"
2016,40421,Fukuoka-ken Keisen-machi,0.39,5.10,"466,315.00"
2016,40447,Fukuoka-ken Chikuzen-machi,0.47,3.20,"1,738,636.00"
2016,40448,Fukuoka-ken Toho-mura,0.12,8.40,"569,607.00"
2016,40503,Fukuoka-ken Tachiarai-machi,0.44,11.90,"715,896.00"
2016,40522,Fukuoka-ken Oki-machi,0.51,4.80,"206,708.00"
2016,40544,Fukuoka-ken Hirokawa-machi,0.60,8.30,"649,856.00"
2016,40601,Fukuoka-ken Kawara-machi,0.33,12.30,"599,537.00"
2016,40602,Fukuoka-ken Soeda-machi,0.21,3.80,"635,823.00"
2016,40604,Fukuoka-ken Itoda-machi,0.23,24.50,"889,259.00"
2016,40605,Fukuoka-ken Kawasaki-machi,0.30,12.40,"1,017,295.00"
2016,40608,Fukuoka-ken Oto-machi,0.19,19.10,"569,782.00"
2016,40609,Fukuoka-ken Aka-mura,0.15,2.70,"766,434.00"
2016,40610,Fukuoka-ken Fukuchi-machi,0.26,8.00,"1,593,371.00"
2016,40621,Fukuoka-ken Kanda-machi,1.12,10.20,"1,503,600.00"
2016,40625,Fukuoka-ken Miyako-machi,0.39,12.60,"1,518,749.00"
2016,40642,Fukuoka-ken Yoshitomi-machi,0.39,10.90,"504,660.00"
2016,40646,Fukuoka-ken Koge-machi,0.30,7.60,"276,023.00"
2016,40647,Fukuoka-ken Chikujo-machi,0.34,21.40,"1,278,703.00"
2016,41201,Saga-ken Saga-shi,0.64,2.50,"8,979,998.00"
2016,41202,Saga-ken Karatsu-shi,0.42,3.30,"5,533,192.00"
2016,41203,Saga-ken Tosu-shi,0.94,5.10,"1,859,617.00"
2016,41204,Saga-ken Taku-shi,0.37,5.10,"1,420,245.00"
2016,41205,Saga-ken Imari-shi,0.60,2.10,"1,633,765.00"
2016,41206,Saga-ken Takeo-shi,0.48,4.50,"1,874,163.00"
2016,41207,Saga-ken Kashima-shi,0.45,4.30,"1,198,562.00"
2016,41208,Saga-ken Ogi-shi,0.41,3.60,"1,782,221.00"
2016,41209,Saga-ken Ureshino-shi,0.39,6.90,"1,709,587.00"
2016,41210,Saga-ken Kanzaki-shi,0.44,2.50,"886,466.00"
2016,41327,Saga-ken Yoshinogari-cho,0.58,2.10,"800,303.00"
2016,41341,Saga-ken Kiyama-cho,0.69,5.90,"573,849.00"
2016,41345,Saga-ken Kamimine-cho,0.61,7.50,"280,420.00"
2016,41346,Saga-ken Miyaki-cho,0.46,9.00,"1,480,565.00"
2016,41387,Saga-ken Genkai-cho,1.03,9.80,"1,009,106.00"
2016,41401,Saga-ken Arita-cho,0.37,6.50,"642,291.00"
2016,41423,Saga-ken Omachi-cho,0.34,5.40,"151,711.00"
2016,41424,Saga-ken Kohoku-machi,0.37,6.30,"655,776.00"
2016,41425,Saga-ken Shiroishi-cho,0.34,5.10,"844,013.00"
2016,41441,Saga-ken Tara-cho,0.24,4.70,"324,143.00"
2016,42201,Nagasaki-ken Nagasaki-shi,0.57,2.10,"19,716,687.00"
2016,42202,Nagasaki-ken Sasebo-shi,0.51,5.20,"10,504,403.00"
2016,42203,Nagasaki-ken Shimabara-shi,0.42,2.50,"1,015,441.00"
2016,42204,Nagasaki-ken Isahaya-shi,0.52,2.60,"6,675,792.00"
2016,42205,Nagasaki-ken Omura-shi,0.61,6.90,"3,779,085.00"
2016,42207,Nagasaki-ken Hirado-shi,0.24,2.90,"1,832,637.00"
2016,42208,Nagasaki-ken Matsuura-shi,0.39,5.50,"1,769,749.00"
2016,42209,Nagasaki-ken Tsushima-shi,0.19,1.50,"2,191,799.00"
2016,42210,Nagasaki-ken Iki-shi,0.22,4.60,"1,738,139.00"
2016,42211,Nagasaki-ken Goto-shi,0.23,5.50,"1,400,168.00"
2016,42212,Nagasaki-ken Saikai-shi,0.33,7.00,"1,470,780.00"
2016,42213,Nagasaki-ken Unzen-shi,0.27,6.80,"2,144,183.00"
2016,42214,Nagasaki-ken Minamishimabara-shi,0.26,10.00,"2,708,273.00"
2016,42307,Nagasaki-ken Nagayo-cho,0.66,7.50,"1,981,442.00"
2016,42308,Nagasaki-ken Togitsu-cho,0.68,6.40,"2,497,298.00"
2016,42321,Nagasaki-ken Higashisonogi-cho,0.27,3.80,"680,742.00"
2016,42322,Nagasaki-ken Kawatana-cho,0.36,3.60,"644,111.00"
2016,42323,Nagasaki-ken Hasami-cho,0.41,2.10,"526,182.00"
2016,42383,Nagasaki-ken Ojika-cho,0.10,6.00,"106,903.00"
2016,42391,Nagasaki-ken Saza-cho,0.49,6.10,"1,303,022.00"
2016,42411,Nagasaki-ken Shinkamigoto-cho,0.24,2.30,"1,000,125.00"
2016,43100,Kumamoto-ken Kumamoto-shi,0.72,3.20,"41,376,721.00"
2016,43101,Kumamoto-ken Kumamoto-shi Chuuou-ku,,,
2016,43102,Kumamoto-ken Kumamoto-shi Higashi-ku,,,
2016,43103,Kumamoto-ken Kumamoto-shi Nishi-ku,,,
2016,43104,Kumamoto-ken Kumamoto-shi Minami-ku,,,
2016,43105,Kumamoto-ken Kumamoto-shi Kita-ku,,,
2016,43202,Kumamoto-ken Yatsushiro-shi,0.49,3.70,"5,821,953.00"
2016,43203,Kumamoto-ken Hitoyoshi-shi,0.43,5.40,"1,253,370.00"
2016,43204,Kumamoto-ken Arao-shi,0.46,4.80,"1,506,111.00"
2016,43205,Kumamoto-ken Minamata-shi,0.36,2.20,"1,406,319.00"
2016,43206,Kumamoto-ken Tamana-shi,0.44,6.40,"2,807,123.00"
2016,43208,Kumamoto-ken Yamaga-shi,0.33,10.00,"1,793,603.00"
2016,43210,Kumamoto-ken Kikuchi-shi,0.43,0.00,"1,965,635.00"
2016,43211,Kumamoto-ken Uto-shi,0.51,7.90,"546,643.00"
2016,43212,Kumamoto-ken Kamiamakusa-shi,0.25,6.90,"967,286.00"
2016,43213,Kumamoto-ken Uki-shi,0.39,6.90,"2,830,737.00"
2016,43214,Kumamoto-ken Aso-shi,0.36,13.10,"838,893.00"
2016,43215,Kumamoto-ken Amakusa-shi,0.27,7.60,"2,676,022.00"
2016,43216,Kumamoto-ken Koshi-shi,0.64,7.60,"1,728,834.00"
2016,43348,Kumamoto-ken Misato-machi,0.25,3.30,"682,266.00"
2016,43364,Kumamoto-ken Gyokuto-machi,0.27,8.20,"306,729.00"
2016,43367,Kumamoto-ken Nankan-machi,0.37,2.80,"970,927.00"
2016,43368,Kumamoto-ken Nagasu-machi,0.54,1.40,"745,587.00"
2016,43369,Kumamoto-ken Nagomi-machi,0.23,18.60,"671,891.00"
2016,43403,Kumamoto-ken Ozu-machi,0.70,19.40,"902,905.00"
2016,43404,Kumamoto-ken Kikuyo-machi,0.92,7.50,"1,224,564.00"
2016,43423,Kumamoto-ken Minamioguni-machi,0.21,7.40,"328,478.00"
2016,43424,Kumamoto-ken Oguni-machi,0.22,6.90,"455,269.00"
2016,43425,Kumamoto-ken Ubuyama-mura,0.14,5.40,"176,935.00"
2016,43428,Kumamoto-ken Takamori-machi,0.23,3.20,"443,183.00"
2016,43432,Kumamoto-ken Nishihara-mura,0.41,18.40,"179,022.00"
2016,43433,Kumamoto-ken Minamiaso-mura,0.29,31.30,"446,808.00"
2016,43441,Kumamoto-ken Mifune-machi,0.37,9.40,"463,841.00"
2016,43442,Kumamoto-ken Kashima-machi,0.68,11.70,"323,879.00"
2016,43443,Kumamoto-ken Mashiki-machi,0.56,10.50,"1,007,061.00"
2016,43444,Kumamoto-ken Kosa-machi,0.30,16.10,"493,485.00"
2016,43447,Kumamoto-ken Yamato-cho,0.20,4.70,"1,072,066.00"
2016,43468,Kumamoto-ken Hikawa-cho,0.28,10.10,"603,795.00"
2016,43482,Kumamoto-ken Ashikita-machi,0.30,6.00,"1,002,823.00"
2016,43484,Kumamoto-ken Tsunagi-machi,0.20,6.40,"266,896.00"
2016,43501,Kumamoto-ken Nishiki-machi,0.37,4.40,"781,012.00"
2016,43505,Kumamoto-ken Taragi-machi,0.22,8.30,"473,279.00"
2016,43506,Kumamoto-ken Yunomae-machi,0.16,8.90,"269,684.00"
2016,43507,Kumamoto-ken Mizukami-mura,0.13,13.80,"399,590.00"
2016,43510,Kumamoto-ken Sagara-mura,0.18,3.80,"176,554.00"
2016,43511,Kumamoto-ken Itsuki-mura,0.17,17.30,"359,296.00"
2016,43512,Kumamoto-ken Yamae-mura,0.13,15.10,"293,343.00"
2016,43513,Kumamoto-ken Kuma-mura,0.13,8.80,"536,260.00"
2016,43514,Kumamoto-ken Asagiri-cho,0.23,7.40,"945,508.00"
2016,43531,Kumamoto-ken Reihoku-machi,0.52,3.80,"384,686.00"
2016,44201,Oita-ken Oita-shi,0.89,4.60,"18,121,532.00"
2016,44202,Oita-ken Beppu-shi,0.57,2.40,"3,387,221.00"
