year,muni_code,muni,financial_strength_index_2016,rev_to_exp_ratio_2016,exp_public_works_thous_2016
2016,13364,Tokyo-to Kouzushima-mura,0.23,6.30,"262,988.00"
2016,13381,Tokyo-to Miyake-mura,0.24,8.40,"406,338.00"
2016,13382,Tokyo-to Mikurajima-mura,0.11,11.00,"113,002.00"
2016,13401,Tokyo-to Hachijo-machi,0.31,2.50,"830,934.00"
2016,13402,Tokyo-to Aogashima-mura,0.12,11.60,"21,317.00"
2016,13421,Tokyo-to Ogasawara-mura,0.25,9.10,"223,982.00"
2016,14100,Kanagawa-ken Yokohama-shi,0.97,1.00,"271,485,542.00"
2016,14101,Kanagawa-ken Yokohama-shi Tsurumi-ku,,,
2016,14102,Kanagawa-ken Yokohama-shi Kanagawa-ku,,,
2016,14103,Kanagawa-ken Yokohama-shi Nishi-ku,,,
2016,14104,Kanagawa-ken Yokohama-shi Naka-ku,,,
2016,14105,Kanagawa-ken Yokohama-shi Minami-ku,,,
2016,14106,Kanagawa-ken Yokohama-shi Hodogaya-ku,,,
2016,14107,Kanagawa-ken Yokohama-shi Isogo-ku,,,
2016,14108,Kanagawa-ken Yokohama-shi Kanazawa-ku,,,
2016,14109,Kanagawa-ken Yokohama-shi Kohoku-ku,,,
2016,14110,Kanagawa-ken Yokohama-shi Totsuka-ku,,,
2016,14111,Kanagawa-ken Yokohama-shi Konan-ku,,,
2016,14112,Kanagawa-ken Yokohama-shi Asahi-ku,,,
2016,14113,Kanagawa-ken Yokohama-shi Midori-ku,,,
2016,14114,Kanagawa-ken Yokohama-shi Seya-ku,,,
2016,14115,Kanagawa-ken Yokohama-shi Sakae-ku,,,
2016,14116,Kanagawa-ken Yokohama-shi Izumi-ku,,,
2016,14117,Kanagawa-ken Yokohama-shi Aoba-ku,,,
2016,14118,Kanagawa-ken Yokohama-shi Tsuzuki-ku,,,
2016,14130,Kanagawa-ken Kawasaki-shi,1.00,0.20,"83,874,548.00"
2016,14131,Kanagawa-ken Kawasaki-shi Kawasaki-ku,,,
2016,14132,Kanagawa-ken Kawasaki-shi Saiwai-ku,,,
2016,14133,Kanagawa-ken Kawasaki-shi Nakahara-ku,,,
2016,14134,Kanagawa-ken Kawasaki-shi Takatsu-ku,,,
2016,14135,Kanagawa-ken Kawasaki-shi Tama-ku,,,
2016,14136,Kanagawa-ken Kawasaki-shi Miyamae-ku,,,
2016,14137,Kanagawa-ken Kawasaki-shi Asao-ku,,,
2016,14150,Kanagawa-ken Sagamihara-shi,0.93,4.50,"25,995,949.00"
2016,14151,Kanagawa-ken Sagamihara-shi Midori-ku,,,
2016,14152,Kanagawa-ken Sagamihara-shi Chuo-ku,,,
2016,14153,Kanagawa-ken Sagamihara-shi Minami-ku,,,
2016,14201,Kanagawa-ken Yokosuka-shi,0.80,4.00,"13,777,611.00"
2016,14203,Kanagawa-ken Hiratsuka-shi,0.97,6.90,"9,325,836.00"
2016,14204,Kanagawa-ken Kamakura-shi,1.06,6.50,"7,814,417.00"
2016,14205,Kanagawa-ken Fujisawa-shi,1.07,5.10,"16,705,679.00"
2016,14206,Kanagawa-ken Odawara-shi,0.96,9.60,"7,757,178.00"
2016,14207,Kanagawa-ken Chigasaki-shi,0.95,6.60,"6,907,935.00"
2016,14208,Kanagawa-ken Zushi-shi,0.87,3.90,"1,759,182.00"
2016,14210,Kanagawa-ken Miura-shi,0.64,1.80,"1,051,540.00"
2016,14211,Kanagawa-ken Hadano-shi,0.90,5.50,"6,758,357.00"
2016,14212,Kanagawa-ken Atsugi-shi,1.14,6.80,"8,247,093.00"
2016,14213,Kanagawa-ken Yamato-shi,0.97,7.00,"6,555,052.00"
2016,14214,Kanagawa-ken Isehara-shi,0.96,4.60,"3,932,964.00"
2016,14215,Kanagawa-ken Ebina-shi,1.00,4.50,"4,811,119.00"
2016,14216,Kanagawa-ken Zama-shi,0.89,4.10,"3,587,094.00"
2016,14217,Kanagawa-ken Minamiashigara-shi,0.92,5.00,"904,923.00"
2016,14218,Kanagawa-ken Ayase-shi,0.92,2.70,"5,696,902.00"
2016,14301,Kanagawa-ken Hayama-machi,0.90,9.00,"1,477,171.00"
2016,14321,Kanagawa-ken Samukawa-machi,1.03,7.50,"1,533,622.00"
2016,14341,Kanagawa-ken Oiso-machi,0.87,7.20,"1,107,170.00"
2016,14342,Kanagawa-ken Ninomiya-machi,0.75,3.90,"903,360.00"
2016,14361,Kanagawa-ken Nakai-machi,0.99,7.70,"605,246.00"
2016,14362,Kanagawa-ken Oi-machi,0.86,7.80,"754,128.00"
2016,14363,Kanagawa-ken Matsuda-machi,0.65,6.90,"460,509.00"
2016,14364,Kanagawa-ken Yamakita-machi,0.63,5.20,"488,712.00"
2016,14366,Kanagawa-ken Kaisei-machi,0.88,6.30,"367,681.00"
2016,14382,Kanagawa-ken Hakone-machi,1.41,7.40,"730,564.00"
2016,14383,Kanagawa-ken Manazuru-machi,0.50,11.60,"252,047.00"
2016,14384,Kanagawa-ken Yugawara-machi,0.72,7.60,"939,572.00"
2016,14401,Kanagawa-ken Aikawa-machi,1.00,5.80,"1,063,445.00"
2016,14402,Kanagawa-ken Kiyokawa-mura,0.99,4.70,"409,471.00"
2016,15100,Niigata-ken Niigata-shi,0.75,0.50,"70,125,613.00"
2016,15101,Niigata-ken Niigata-shi Kita-ku,,,
2016,15102,Niigata-ken Niigata-shi Higashi-ku,,,
2016,15103,Niigata-ken Niigata-shi Chuo-ku,,,
2016,15104,Niigata-ken Niigata-shi Konan-ku,,,
2016,15105,Niigata-ken Niigata-shi Akiha-ku,,,
2016,15106,Niigata-ken Niigata-shi Minami-ku,,,
2016,15107,Niigata-ken Niigata-shi Nishi-ku,,,
2016,15108,Niigata-ken Niigata-shi Nishikan-ku,,,
2016,15202,Niigata-ken Nagaoka-shi,0.61,2.00,"28,538,335.00"
2016,15204,Niigata-ken Sanjo-shi,0.61,1.20,"5,063,729.00"
2016,15205,Niigata-ken Kashiwazaki-shi,0.71,6.00,"5,903,179.00"
2016,15206,Niigata-ken Shibata-shi,0.49,4.50,"5,030,817.00"
2016,15208,Niigata-ken Ojiya-shi,0.55,4.50,"2,562,696.00"
2016,15209,Niigata-ken Kamo-shi,0.42,1.50,"1,170,118.00"
2016,15210,Niigata-ken Tokamachi-shi,0.36,5.40,"7,037,261.00"
2016,15211,Niigata-ken Mitsuke-shi,0.53,2.90,"2,651,254.00"
2016,15212,Niigata-ken Murakami-shi,0.37,5.00,"4,337,809.00"
2016,15213,Niigata-ken Tsubame-shi,0.67,3.10,"4,364,956.00"
2016,15216,Niigata-ken Itoigawa-shi,0.44,9.00,"3,055,478.00"
2016,15217,Niigata-ken Myoko-shi,0.45,15.30,"3,850,061.00"
2016,15218,Niigata-ken Gosen-shi,0.45,5.40,"2,195,291.00"
2016,15222,Niigata-ken Joetsu-shi,0.64,3.20,"10,905,454.00"
2016,15223,Niigata-ken Agano-shi,0.41,4.20,"2,402,985.00"
2016,15224,Niigata-ken Sado-shi,0.24,3.60,"4,607,618.00"
2016,15225,Niigata-ken Uonuma-shi,0.29,7.80,"3,828,608.00"
2016,15226,Niigata-ken Minamiuonuma-shi,0.43,4.60,"4,323,343.00"
2016,15227,Niigata-ken Tainai-shi,0.48,4.50,"1,676,477.00"
2016,15307,Niigata-ken Seiro-machi,1.12,6.90,"983,426.00"
2016,15342,Niigata-ken Yahiko-mura,0.42,4.90,"755,807.00"
2016,15361,Niigata-ken Tagami-machi,0.40,6.60,"453,147.00"
2016,15385,Niigata-ken Aga-machi,0.19,5.00,"1,807,592.00"
2016,15405,Niigata-ken Izumozaki-machi,0.22,6.50,"556,597.00"
2016,15461,Niigata-ken Yuzawa-machi,0.99,9.10,"1,513,826.00"
2016,15482,Niigata-ken Tsunan-machi,0.26,7.60,"1,038,295.00"
2016,15504,Niigata-ken Kariwa-mura,1.26,8.30,"814,020.00"
2016,15581,Niigata-ken Sekikawa-mura,0.23,3.00,"748,765.00"
2016,15586,Niigata-ken Awashimaura-mura,0.09,26.50,"38,135.00"
2016,16201,Toyama-ken Toyama-shi,0.80,2.40,"23,879,366.00"
2016,16202,Toyama-ken Takaoka-shi,0.75,1.10,"11,101,518.00"
2016,16204,Toyama-ken Uozu-shi,0.67,1.50,"2,099,643.00"
2016,16205,Toyama-ken Himi-shi,0.44,5.60,"2,268,060.00"
2016,16206,Toyama-ken Namerikawa-shi,0.72,9.90,"1,350,382.00"
2016,16207,Toyama-ken Kurobe-shi,0.68,4.20,"2,670,589.00"
2016,16208,Toyama-ken Tonami-shi,0.58,12.80,"1,638,302.00"
2016,16209,Toyama-ken Oyabe-shi,0.57,5.10,"1,892,419.00"
2016,16210,Toyama-ken Nanto-shi,0.36,7.30,"5,313,812.00"
2016,16211,Toyama-ken Imizu-shi,0.64,4.00,"5,612,434.00"
2016,16321,Toyama-ken Funahashi-mura,0.34,7.80,"315,154.00"
2016,16322,Toyama-ken Kamiichi-machi,0.46,5.30,"1,183,633.00"
2016,16323,Toyama-ken Tateyama-machi,0.46,2.40,"1,459,635.00"
2016,16342,Toyama-ken Nyuzen-machi,0.54,5.70,"1,263,655.00"
2016,16343,Toyama-ken Asahi-machi,0.34,9.00,"956,037.00"
2016,17201,Ishikawa-ken Kanazawa-shi,0.83,1.60,"23,399,845.00"
2016,17202,Ishikawa-ken Nanao-shi,0.43,1.20,"2,544,871.00"
2016,17203,Ishikawa-ken Komatsu-shi,0.71,2.20,"5,550,178.00"
2016,17204,Ishikawa-ken Wajima-shi,0.23,3.00,"2,128,729.00"
2016,17205,Ishikawa-ken Suzu-shi,0.23,1.70,"1,395,285.00"
2016,17206,Ishikawa-ken Kaga-shi,0.57,3.70,"2,691,267.00"
2016,17207,Ishikawa-ken Hakui-shi,0.42,1.30,"1,134,829.00"
2016,17209,Ishikawa-ken Kahoku-shi,0.43,6.80,"1,763,980.00"
2016,17210,Ishikawa-ken Hakusan-shi,0.65,3.70,"6,478,621.00"
2016,17211,Ishikawa-ken Nomi-shi,0.68,4.20,"2,597,824.00"
2016,17212,Ishikawa-ken Nonoichi-shi,0.82,3.20,"2,858,779.00"
2016,17324,Ishikawa-ken Kawakita-machi,0.62,7.10,"160,158.00"
2016,17361,Ishikawa-ken Tsubata-machi,0.52,2.20,"1,334,545.00"
2016,17365,Ishikawa-ken Uchinada-machi,0.52,2.20,"1,384,031.00"
2016,17384,Ishikawa-ken Shika-machi,0.70,1.10,"1,188,221.00"
2016,17386,Ishikawa-ken Hodatsushimizu-cho,0.34,5.00,"496,669.00"
2016,17407,Ishikawa-ken Nakanoto-machi,0.30,0.70,"1,487,535.00"
2016,17461,Ishikawa-ken Anamizu-machi,0.26,1.30,"584,259.00"
2016,17463,Ishikawa-ken Noto-cho,0.20,4.10,"1,421,896.00"
2016,18201,Fukui-ken Fukui-shi,0.84,1.30,"14,686,029.00"
2016,18202,Fukui-ken Tsuruga-shi,0.97,8.70,"2,453,847.00"
2016,18204,Fukui-ken Obama-shi,0.43,5.00,"1,996,567.00"
2016,18205,Fukui-ken Ono-shi,0.41,6.60,"1,784,806.00"
2016,18206,Fukui-ken Katsuyama-shi,0.45,1.50,"1,409,165.00"
2016,18207,Fukui-ken Sabae-shi,0.66,3.80,"2,360,885.00"
2016,18208,Fukui-ken Awara-shi,0.65,5.00,"1,591,226.00"
2016,18209,Fukui-ken Echizen-shi,0.72,6.90,"3,713,192.00"
2016,18210,Fukui-ken Sakai-shi,0.67,3.20,"2,541,906.00"
2016,18322,Fukui-ken Eiheiji-cho,0.41,2.60,"1,105,156.00"
2016,18382,Fukui-ken Ikeda-cho,0.14,15.40,"354,157.00"
2016,18404,Fukui-ken Minamiechizen-cho,0.29,6.90,"905,870.00"
2016,18423,Fukui-ken Echizen-cho,0.34,9.20,"1,216,916.00"
2016,18442,Fukui-ken Mihama-cho,0.72,10.40,"1,960,063.00"
2016,18481,Fukui-ken Takahama-cho,0.98,5.60,"1,384,755.00"
2016,18483,Fukui-ken Ohi-cho,1.01,7.10,"1,388,604.00"
2016,18501,Fukui-ken Wakasa-cho,0.35,6.40,"1,028,741.00"
2016,19201,Yamanashi-ken Kofu-shi,0.77,0.50,"8,601,680.00"
2016,19202,Yamanashi-ken Fujiyoshida-shi,0.66,6.10,"2,306,724.00"
2016,19204,Yamanashi-ken Tsuru-shi,0.49,7.30,"1,224,101.00"
2016,19205,Yamanashi-ken Yamanashi-shi,0.43,11.00,"3,000,116.00"
2016,19206,Yamanashi-ken Otsuki-shi,0.67,4.50,"861,085.00"
2016,19207,Yamanashi-ken Nirasaki-shi,0.63,5.20,"1,298,381.00"
2016,19208,Yamanashi-ken Minamiarupusu-shi,0.56,6.90,"2,120,406.00"
2016,19209,Yamanashi-ken Hokuto-shi,0.44,6.20,"3,577,217.00"
2016,19210,Yamanashi-ken Kai-shi,0.66,7.80,"2,107,060.00"
2016,19211,Yamanashi-ken Fuefuki-shi,0.54,7.80,"4,399,878.00"
2016,19212,Yamanashi-ken Uenohara-shi,0.49,6.50,"1,382,457.00"
2016,19213,Yamanashi-ken Koshu-shi,0.47,5.30,"1,796,563.00"
2016,19214,Yamanashi-ken Chuo-shi,0.71,7.00,"1,273,272.00"
2016,19346,Yamanashi-ken Ichikawamisato-cho,0.35,11.90,"1,334,842.00"
2016,19364,Yamanashi-ken Hayakawa-cho,0.18,17.20,"252,762.00"
2016,19365,Yamanashi-ken Minobu-cho,0.27,12.00,"777,733.00"
2016,19366,Yamanashi-ken Nambu-cho,0.27,13.10,"467,269.00"
2016,19368,Yamanashi-ken Fujikawa-cho,0.37,6.80,"1,034,148.00"
2016,19384,Yamanashi-ken Showa-cho,1.17,7.20,"882,148.00"
2016,19422,Yamanashi-ken Doshi-mura,0.17,6.60,"62,610.00"
2016,19423,Yamanashi-ken Nishikatsura-cho,0.31,6.70,"314,259.00"
2016,19424,Yamanashi-ken Oshino-mura,1.39,4.50,"1,261,079.00"
2016,19425,Yamanashi-ken Yamanakako-mura,1.48,6.70,"785,558.00"
2016,19429,Yamanashi-ken Narusawa-mura,0.62,11.00,"161,395.00"
2016,19430,Yamanashi-ken Fujikawaguchiko-machi,0.68,10.80,"1,357,594.00"
2016,19442,Yamanashi-ken Kosuge-mura,0.09,27.10,"470,755.00"
2016,19443,Yamanashi-ken Tabayama-mura,0.06,52.50,"220,192.00"
2016,20201,Nagano-ken Nagano-shi,0.72,2.30,"17,077,687.00"
2016,20202,Nagano-ken Matsumoto-shi,0.72,2.70,"8,748,386.00"
2016,20203,Nagano-ken Ueda-shi,0.60,4.50,"9,202,720.00"
2016,20204,Nagano-ken Okaya-shi,0.64,5.70,"1,481,481.00"
2016,20205,Nagano-ken Iida-shi,0.53,3.60,"4,562,071.00"
2016,20206,Nagano-ken Suwa-shi,0.75,6.40,"2,439,464.00"
2016,20207,Nagano-ken Suzaka-shi,0.55,4.70,"2,705,363.00"
2016,20208,Nagano-ken Komoro-shi,0.56,5.80,"2,100,469.00"
2016,20209,Nagano-ken Ina-shi,0.49,5.00,"3,395,289.00"
2016,20210,Nagano-ken Komagane-shi,0.57,3.40,"1,875,395.00"
2016,20211,Nagano-ken Nakano-shi,0.51,2.70,"2,376,123.00"
2016,20212,Nagano-ken Omachi-shi,0.42,5.70,"1,738,072.00"
2016,20213,Nagano-ken Iiyama-shi,0.35,10.10,"2,358,687.00"
2016,20214,Nagano-ken Chino-shi,0.64,7.20,"2,719,245.00"
2016,20215,Nagano-ken Shiojiri-shi,0.67,2.90,"2,922,910.00"
2016,20217,Nagano-ken Saku-shi,0.51,3.70,"4,584,167.00"
2016,20218,Nagano-ken Chikuma-shi,0.52,5.20,"2,702,102.00"
2016,20219,Nagano-ken Tomi-shi,0.50,5.20,"2,100,374.00"
2016,20220,Nagano-ken Azumino-shi,0.57,2.40,"4,548,887.00"
2016,20303,Nagano-ken Koumi-machi,0.26,11.40,"593,573.00"
2016,20304,Nagano-ken Kawakami-mura,0.24,4.90,"383,612.00"
2016,20305,Nagano-ken Minamimaki-mura,0.28,21.20,"964,117.00"
2016,20306,Nagano-ken Minamiaiki-mura,0.90,4.00,"149,571.00"
2016,20307,Nagano-ken Kitaaiki-mura,0.15,7.40,"114,928.00"
2016,20309,Nagano-ken Sakuho-machi,0.23,5.60,"1,240,266.00"
2016,20321,Nagano-ken Karuizawa-machi,1.52,12.60,"1,876,159.00"
2016,20323,Nagano-ken Miyota-machi,0.60,7.40,"617,457.00"
2016,20324,Nagano-ken Tateshina-machi,0.34,22.30,"676,573.00"
2016,20349,Nagano-ken Aoki-mura,0.22,19.60,"355,197.00"
2016,20350,Nagano-ken Nagawa-machi,0.23,5.60,"454,284.00"
2016,20361,Nagano-ken Shimosuwa-machi,0.59,7.20,"1,101,058.00"
2016,20362,Nagano-ken Fujimi-machi,0.56,8.50,"906,082.00"
2016,20363,Nagano-ken Hara-mura,0.37,10.80,"488,421.00"
2016,20382,Nagano-ken Tatsuno-machi,0.46,6.50,"1,120,394.00"
2016,20383,Nagano-ken Minowa-machi,0.61,6.00,"907,283.00"
2016,20384,Nagano-ken Iijima-machi,0.40,8.40,"479,869.00"
2016,20385,Nagano-ken Minamiminowa-mura,0.59,8.60,"727,430.00"
2016,20386,Nagano-ken Nakagawa-mura,0.21,9.70,"360,452.00"
2016,20388,Nagano-ken Miyada-mura,0.52,5.00,"290,683.00"
2016,20402,Nagano-ken Matsukawa-machi,0.38,10.80,"842,067.00"
2016,20403,Nagano-ken Takamori-machi,0.41,9.80,"877,776.00"
2016,20404,Nagano-ken Anan-cho,0.18,4.30,"248,812.00"
2016,20407,Nagano-ken Achi-mura,0.22,15.00,"574,406.00"
2016,20409,Nagano-ken Hiraya-mura,0.14,11.80,"80,621.00"
2016,20410,Nagano-ken Neba-mura,0.10,12.80,"92,860.00"
2016,20411,Nagano-ken Shimojo-mura,0.24,14.90,"122,398.00"
2016,20412,Nagano-ken Urugi-mura,0.10,3.70,"87,820.00"
2016,20413,Nagano-ken Tenryu-mura,0.16,3.70,"295,130.00"
2016,20414,Nagano-ken Yasuoka-mura,0.16,13.10,"254,590.00"
2016,20415,Nagano-ken Takagi-mura,0.25,7.20,"701,186.00"
2016,20416,Nagano-ken Toyooka-mura,0.29,28.90,"554,472.00"
2016,20417,Nagano-ken Oshika-mura,0.14,4.70,"301,353.00"
2016,20422,Nagano-ken Agematsu-machi,0.24,2.90,"474,324.00"
2016,20423,Nagano-ken Nagiso-machi,0.24,2.70,"380,866.00"
2016,20425,Nagano-ken Kiso-mura,0.35,12.00,"448,297.00"
2016,20429,Nagano-ken Otaki-mura,0.20,6.40,"270,021.00"
2016,20430,Nagano-ken Okuwa-mura,0.25,4.10,"443,315.00"
2016,20432,Nagano-ken Kiso-machi,0.28,3.70,"924,314.00"
2016,20446,Nagano-ken Omi-mura,0.18,4.70,"501,811.00"
2016,20448,Nagano-ken Ikusaka-mura,0.14,2.40,"210,135.00"
2016,20450,Nagano-ken Yamagata-mura,0.42,6.90,"394,316.00"
2016,20451,Nagano-ken Asahi-mura,0.30,7.40,"562,647.00"
2016,20452,Nagano-ken Chikuhoku-mura,0.17,5.20,"297,333.00"
2016,20481,Nagano-ken Ikeda-machi,0.33,0.20,"489,805.00"
2016,20482,Nagano-ken Matsukawa-mura,0.38,0.50,"556,374.00"
2016,20485,Nagano-ken Hakuba-mura,0.45,9.30,"1,276,063.00"
2016,20486,Nagano-ken Otari-mura,0.22,2.50,"742,076.00"
2016,20521,Nagano-ken Sakaki-machi,0.68,1.70,"837,611.00"
2016,20541,Nagano-ken Obuse-machi,0.40,9.30,"812,344.00"
2016,20543,Nagano-ken Takayama-mura,0.28,7.10,"715,721.00"
2016,20561,Nagano-ken Yamanouchi-machi,0.45,5.80,"899,859.00"
2016,20562,Nagano-ken Kijimadaira-mura,0.19,5.20,"654,478.00"
2016,20563,Nagano-ken Nozawaonsen-mura,0.22,6.00,"480,856.00"
2016,20583,Nagano-ken Shinano-machi,0.34,2.50,"808,110.00"
2016,20588,Nagano-ken Ogawa-mura,0.13,15.50,"880,530.00"
2016,20590,Nagano-ken Iizuna-machi,0.28,8.90,"479,096.00"
2016,20602,Nagano-ken Sakae-mura,0.13,21.70,"502,857.00"
2016,21201,Gifu-ken Gifu-shi,0.85,8.80,"16,072,965.00"
2016,21202,Gifu-ken Ogaki-shi,0.89,6.10,"7,845,508.00"
2016,21203,Gifu-ken Takayama-shi,0.52,6.70,"8,484,986.00"
2016,21204,Gifu-ken Tajimi-shi,0.73,10.90,"3,256,975.00"
2016,21205,Gifu-ken Seki-shi,0.64,8.10,"2,821,528.00"
2016,21206,Gifu-ken Nakatsugawa-shi,0.49,9.00,"4,952,261.00"
2016,21207,Gifu-ken Mino-shi,0.54,6.40,"1,413,779.00"
2016,21208,Gifu-ken Mizunami-shi,0.61,7.30,"1,508,697.00"
2016,21209,Gifu-ken Hashima-shi,0.74,5.90,"2,270,317.00"
2016,21210,Gifu-ken Ena-shi,0.47,7.40,"1,653,100.00"
2016,21211,Gifu-ken Minokamo-shi,0.79,10.00,"2,095,881.00"
2016,21212,Gifu-ken Toki-shi,0.64,4.60,"2,868,156.00"
2016,21213,Gifu-ken Kakamigahara-shi,0.87,9.40,"4,312,409.00"
2016,21214,Gifu-ken Kani-shi,0.86,5.90,"6,087,220.00"
2016,21215,Gifu-ken Yamagata-shi,0.41,3.00,"1,085,301.00"
2016,21216,Gifu-ken Mizuho-shi,0.77,6.40,"1,741,908.00"
2016,21217,Gifu-ken Hida-shi,0.31,9.70,"2,444,084.00"
2016,21218,Gifu-ken Motosu-shi,0.63,6.60,"2,045,780.00"
2016,21219,Gifu-ken Gujo-shi,0.31,5.10,"3,250,454.00"
2016,21220,Gifu-ken Gero-shi,0.36,2.60,"2,551,856.00"
2016,21221,Gifu-ken Kaizu-shi,0.52,5.90,"2,198,719.00"
2016,21302,Gifu-ken Ginan-cho,0.94,7.10,"736,744.00"
2016,21303,Gifu-ken Kasamatsu-cho,0.70,7.90,"904,340.00"
2016,21341,Gifu-ken Yoro-cho,0.62,4.10,"932,552.00"
2016,21361,Gifu-ken Tarui-cho,0.71,7.50,"1,130,042.00"
2016,21362,Gifu-ken Sekigahara-cho,0.51,8.10,"404,402.00"
2016,21381,Gifu-ken Godo-cho,0.71,7.00,"981,516.00"
2016,21382,Gifu-ken Wanouchi-cho,0.58,10.60,"439,373.00"
2016,21383,Gifu-ken Anpachi-cho,0.63,6.70,"1,206,733.00"
2016,21401,Gifu-ken Ibigawa-cho,0.43,6.50,"1,113,753.00"
2016,21403,Gifu-ken Ono-cho,0.64,3.00,"1,031,181.00"
2016,21404,Gifu-ken Ikeda-cho,0.64,6.50,"571,978.00"
2016,21421,Gifu-ken Kitagata-cho,0.63,7.20,"907,412.00"
2016,21501,Gifu-ken Sakahogi-cho,0.58,5.00,"425,613.00"
2016,21502,Gifu-ken Tomika-cho,0.45,11.00,"275,247.00"
2016,21503,Gifu-ken Kawabe-cho,0.48,8.30,"648,399.00"
2016,21504,Gifu-ken Hichiso-cho,0.28,4.60,"281,295.00"
2016,21505,Gifu-ken Yaotsu-cho,0.40,6.80,"806,900.00"
2016,21506,Gifu-ken Shirakawa-cho,0.27,9.90,"468,720.00"
2016,21507,Gifu-ken Higashishirakawa-mura,0.14,18.80,"229,329.00"
2016,21521,Gifu-ken Mitake-cho,0.64,3.40,"838,964.00"
2016,21604,Gifu-ken Shirakawa-mura,0.33,16.60,"440,927.00"
2016,22100,Shizuoka-ken Shizuoka-shi,0.92,2.10,"49,442,403.00"
2016,22101,Shizuoka-ken Shizuoka-shi Aoi-ku,,,
2016,22102,Shizuoka-ken Shizuoka-shi Suruga-ku,,,
2016,22103,Shizuoka-ken Shizuoka-shi Shimizu-ku,,,
2016,22130,Shizuoka-ken Hamamatsu-shi,0.89,3.90,"45,858,348.00"
2016,22131,Shizuoka-ken Hamamatsu-shi Naka-ku,,,
2016,22132,Shizuoka-ken Hamamatsu-shi Higashi-ku,,,
2016,22133,Shizuoka-ken Hamamatsu-shi Nishi-ku,,,
2016,22134,Shizuoka-ken Hamamatsu-shi Minami-ku,,,
2016,22135,Shizuoka-ken Hamamatsu-shi Kita-ku,,,
2016,22136,Shizuoka-ken Hamamatsu-shi Hamakita-ku,,,
2016,22137,Shizuoka-ken Hamamatsu-shi Tenryu-ku,,,
2016,22203,Shizuoka-ken Numazu-shi,0.96,3.20,"11,811,928.00"
2016,22205,Shizuoka-ken Atami-shi,0.92,8.70,"2,102,199.00"
2016,22206,Shizuoka-ken Mishima-shi,0.93,3.10,"4,261,886.00"
2016,22207,Shizuoka-ken Fujinomiya-shi,0.92,5.10,"3,592,391.00"
2016,22208,Shizuoka-ken Ito-shi,0.76,3.70,"2,434,425.00"
2016,22209,Shizuoka-ken Shimada-shi,0.76,8.00,"4,264,218.00"
2016,22210,Shizuoka-ken Fuji-shi,0.99,5.30,"12,585,547.00"
2016,22211,Shizuoka-ken Iwata-shi,0.86,1.70,"7,580,131.00"
2016,22212,Shizuoka-ken Yaizu-shi,0.89,8.80,"5,666,284.00"
2016,22213,Shizuoka-ken Kakegawa-shi,0.90,3.70,"4,726,207.00"
2016,22214,Shizuoka-ken Fujieda-shi,0.87,9.90,"6,071,118.00"
2016,22215,Shizuoka-ken Gotemba-shi,1.02,9.80,"7,319,653.00"
2016,22216,Shizuoka-ken Fukuroi-shi,0.87,4.80,"3,671,275.00"
2016,22219,Shizuoka-ken Shimoda-shi,0.50,11.20,"1,057,898.00"
2016,22220,Shizuoka-ken Susono-shi,1.08,4.10,"2,851,642.00"
2016,22221,Shizuoka-ken Kosai-shi,1.01,7.00,"2,952,162.00"
2016,22222,Shizuoka-ken Izu-shi,0.54,9.00,"1,642,286.00"
2016,22223,Shizuoka-ken Omaezaki-shi,1.00,6.40,"2,187,204.00"
2016,22224,Shizuoka-ken Kikugawa-shi,0.75,6.20,"1,481,705.00"
2016,22225,Shizuoka-ken Izunokuni-shi,0.75,3.60,"1,621,399.00"
2016,22226,Shizuoka-ken Makinohara-shi,0.82,7.00,"1,671,399.00"
2016,22301,Shizuoka-ken Higashiizu-cho,0.64,8.40,"158,760.00"
2016,22302,Shizuoka-ken Kawazu-cho,0.40,5.70,"251,368.00"
2016,22304,Shizuoka-ken Minamiizu-cho,0.31,9.90,"519,367.00"
2016,22305,Shizuoka-ken Matsuzaki-cho,0.31,6.00,"254,729.00"
2016,22306,Shizuoka-ken Nishiizu-cho,0.33,8.10,"246,435.00"
2016,22325,Shizuoka-ken Kannami-cho,0.79,5.40,"1,238,221.00"
2016,22341,Shizuoka-ken Shimizu-cho,0.97,2.50,"1,234,847.00"
2016,22342,Shizuoka-ken Nagaizumi-cho,1.33,4.70,"1,942,053.00"
2016,22344,Shizuoka-ken Oyama-cho,0.93,7.10,"1,879,459.00"
2016,22424,Shizuoka-ken Yoshida-cho,0.94,7.50,"1,253,181.00"
2016,22429,Shizuoka-ken Kawanehon-cho,0.37,3.80,"409,090.00"
2016,22461,Shizuoka-ken Mori-machi,0.61,19.70,"788,141.00"
2016,23100,Aichi-ken Nagoya-shi,0.99,0.50,"143,501,706.00"
2016,23101,Aichi-ken Nagoya-shi Chikusa-ku,,,
2016,23102,Aichi-ken Nagoya-shi Higashi-ku,,,
2016,23103,Aichi-ken Nagoya-shi Kita-ku,,,
2016,23104,Aichi-ken Nagoya-shi Nishi-ku,,,
2016,23105,Aichi-ken Nagoya-shi Nakamura-ku,,,
2016,23106,Aichi-ken Nagoya-shi Naka-ku,,,
2016,23107,Aichi-ken Nagoya-shi Showa-ku,,,
2016,23108,Aichi-ken Nagoya-shi Mizuho-ku,,,
2016,23109,Aichi-ken Nagoya-shi Atsuta-ku,,,
2016,23110,Aichi-ken Nagoya-shi Nakagawa-ku,,,
