muni_code,muni,muni_en
47311,恩納村,Okinawa-ken Onna-son
47313,宜野座村,Okinawa-ken Ginoza-son
47314,金武町,Okinawa-ken Kin-cho
47315,伊江村,Okinawa-ken Ie-son
47324,読谷村,Okinawa-ken Yomitan-son
47325,嘉手納町,Okinawa-ken Kadena-cho
47326,北谷町,Okinawa-ken Chatan-cho
47327,北中城村,Okinawa-ken Kitanakagusuku-son
47328,中城村,Okinawa-ken Nakagusuku-son
47329,西原町,Okinawa-ken Nishihara-cho
47348,与那原町,Okinawa-ken Yonabaru-cho
47350,南風原町,Okinawa-ken Haebaru-cho
47353,渡嘉敷村,Okinawa-ken Tokashiki-son
47354,座間味村,Okinawa-ken Zamami-son
47355,粟国村,Okinawa-ken Aguni-son
47356,渡名喜村,Okinawa-ken Tonaki-son
47357,南大東村,Okinawa-ken Minamidaito-son
47358,北大東村,Okinawa-ken Kitadaito-son
47359,伊平屋村,Okinawa-ken Iheya-son
47360,伊是名村,Okinawa-ken Izena-son
47361,久米島町,Okinawa-ken Kumejima-cho
47362,八重瀬町,Okinawa-ken Yaese-cho
47375,多良間村,Okinawa-ken Tarama-son
47381,竹富町,Okinawa-ken Taketomi-cho
47382,与那国町,Okinawa-ken Yonaguni-cho
